Id for vurderingen,Vurderingsområde,Ekspertkomité,Artsgruppe,Taksonomisk sti,Vitenskapelig navn id,Vitenskapelig navn,Autor,Populærnavn,Fremmedartsstatus,Etableringsklasse,Risikokategori 2023,Utslagsgivende kriterier 2023,Risikokategori 2018,Skår Invasjonspotensial,Skår Økologisk effekt,Skår A-kriteriet,Skår B-kriteriet,Skår C-kriteriet,Skår D-kriteriet,Skår E-kriteriet,Skår F-kriteriet,Skår G-kriteriet,Skår H-kriteriet,Skår I-kriteriet,Artens levetid i Norge (beste anslag),Ekspansjonshastighet (beste anslag),Geografisk variasjon i risiko,Årsak til geografisk variasjon i risiko,Klimaeffekter invasjonspotensial,Klimaeffekter økologisk effekt,Kjent forekomstareal,Antatt forekomstareal beste anslag,Fremtidig forekomstareal beste anslag,Ant. forekomster fra én introduksjon beste anslag,Ant. ytterligere introduksjoner beste anslag,Naturtyper
6308,Fastlands-Norge med havområder,Fisker,Actinopterygii,Animalia\Chordata\Vertebrata\Actinopterygii\Cypriniformes\Cyprinidae\Blicca,42615,Blicca bjoerkna,"(Linnaeus, 1758)",flire,Regionalt fremmed,C3,SE,"4A,3D",,4.0,3.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2000.0,172,Ja,"Artens evne til reproduksjon og/eller spredning er begrenset til visse kystvannssoner eller seksjoner, Artens økologiske effekter er begrenset til visse kystvannssoner eller seksjoner, Artens økologiske effekter er begrenset til bestemte naturtyper",Ja,Ja,12.0,12.0,352,,,humøse dype innsjøer; humøse grunne innsjøer; lagdelte fullsirkulerende (mono- og dimiktiske) vannmasser med fiskesamfunn; ikke-lagdelte (polymiktiske) vannmasser med fiskesamfunn; elvevannmasser
281,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Caryophyllales\Amaranthaceae\Blitum,155272,Blitum virgatum,L.,bærmelde,Selvstendig reproduserende,C2,LO,"2A,1",NK,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,0,Nei,,Nei,Nei,4.0,12.0,12,,,"sterkt endret åpen fastmark med løsmassedekke; ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon; sterkt endret, hyppig bearbeidet fastmark med intensivt hevdpreg"
2132,Fastlands-Norge med havområder,"Sopper, det gule riket og bakterier",Fungi,Fungi\Ascomycota\Pezizomycotina\Leotiomycetes\Helotiales\Dermateaceae\Blumeriella,67264,Blumeriella jaapii,(Rehm) Arx,,Selvstendig reproduserende,E,PH,"4A,1",PH,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,274,Ja,Artens økologiske effekter er begrenset til bestemte naturtyper,Nei,Nei,500.0,1000.0,3000,,,fastmarksskogsmark; treplantasje
5113,Fastlands-Norge med havområder,Marine invertebrater,Annelida,Animalia\Annelida\Polychaeta\Sedentaria\Canalipalpata\Spionida\Spioniformia\Spionidae\Boccardia,220030,Boccardia proboscidea,"Hartman, 1940",,Dørstokkart,A,PH,"4A,1",,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,294,Nei,,Ja,Nei,,,52,12.0,1.0,fast fjærebeltebunn
5114,Fastlands-Norge med havområder,Marine invertebrater,Annelida,Animalia\Annelida\Polychaeta\Sedentaria\Canalipalpata\Spionida\Spioniformia\Spionidae\Boccardiella,220032,Boccardiella hamata,"(Webster, 1879)",,Dørstokkart,A,PH,"4A,1",,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,261,Nei,,Ja,Nei,,,44,10.0,1.0,eufotisk marin sedimentbunn
67,Fastlands-Norge med havområder,Terrestriske invertebrater,Mollusca,Animalia\Mollusca\Gastropoda\Heterobranchia\Euthyneura\Eupulmonata\Stylommatophora\Limacoidea\Boettgerillidae\Boettgerilla,121231,Boettgerilla pallens,"Simroth, 1912",ormesnegl,Selvstendig reproduserende,,LO,"3A,1",NK,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,115,Nei,,Ja,Nei,84.0,500.0,1092,,,"sterkt endret, hyppig bearbeidet fastmark med intensivt hevdpreg; oppdyrket mark med preg av semi-naturlig eng"
2022,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Staphyliniformia\Staphylinoidea\Staphylinidae\Aleocharinae\Falagriini\Bohemiellina,11861,Bohemiellina flavipennis,"(Cameron, 1920)",,Selvstendig reproduserende,D2,LO,"3A,1",LO,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,104,Nei,,Ja,Nei,12.0,500.0,1000,,,"sterkt endret, hyppig bearbeidet fastmark med intensivt hevdpreg; sterkt endret fastmark med preg av semi-naturlig eng"
2456,Fastlands-Norge med havområder,Alger,Rhodophyta,Plantae\Rhodophyta\Florideophyceae\Bonnemaisoniales\Bonnemaisoniaceae\Bonnemaisonia,106533,Bonnemaisonia hamifera,Hariot,krokbærer,Selvstendig reproduserende,E,SE,"4AB,3F",SE,4.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2000.0,2313,Ja,"Artens evne til reproduksjon og/eller spredning er begrenset til visse kystvannssoner eller seksjoner, Artens økologiske effekter er begrenset til visse kystvannssoner eller seksjoner, Artens økologiske effekter er begrenset til bestemte naturtyper",Ja,Ja,1244.0,7800.0,15000,,,fast fjærebeltebunn; littoralbasseng-bunn; nordlig sukkertareskog; eksponert blåskjellbunn; sørlig sukkertareskog; marin undervannseng
2651,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Boraginales\Boraginaceae\Borago,100988,Borago officinalis,L.,agurkurt,Selvstendig reproduserende,C2,LO,"2A,1",LO,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,20,Nei,,Ja,Nei,20.0,60.0,92,,,"sterkt endret åpen fastmark med løsmassedekke; sterkt endret fastmark med preg av semi-naturlig eng; ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon; sterkt endret, hyppig bearbeidet fastmark med intensivt hevdpreg"
5209,Fastlands-Norge med havområder,Pattedyr,Mammalia,Animalia\Chordata\Vertebrata\Mammalia\Laurasiatheria\Artiodactyla\Bovidae\Bovinae\Bos,220196,Bos grunniens,"Linnaeus, 1766",jak,Dørstokkart,B2,LO,"3A,2F",,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,200.0,82,Ja,"Artens økologiske effekter er begrenset til visse bioklimatiske soner eller seksjoner, Artens økologiske effekter er begrenset til bestemte naturtyper",Nei,Nei,,,12,3.0,0.0,"fjellgrashei og grastundra; fjellhei, leside og tundra; snøleie"
2062,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Bostrichiformia\Bostrichoidea\Bostrichidae\Bostrichinae\Bostrichini\Bostrichus,6136,Bostrichus capucinus,"(Linnaeus, 1758)",kapucinerbille,Ikke fremmed,,NR,,NR,,,,,,,,,,,,,,,,,,,,0,,,
5115,Fastlands-Norge med havområder,Marine invertebrater,Ascidiacea,Animalia\Chordata\Tunicata\Ascidiacea\Pleurogona\Stolidobranchia\Botryllidae\Botrylloides,220033,Botrylloides diegensis,"Ritter & Forsyth, 1917",,Dørstokkart,A,PH,"4A,1",,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,261,Nei,,Ja,Nei,,,44,10.0,1.0,eufotisk fast saltvannsbunn; sterkt endret eller ny fast saltvannsbunn i eufotisk sone
1215,Fastlands-Norge med havområder,Marine invertebrater,Ascidiacea,Animalia\Chordata\Tunicata\Ascidiacea\Pleurogona\Stolidobranchia\Botryllidae\Botrylloides,126849,Botrylloides violaceus,"Oka, 1927",,Selvstendig reproduserende,C3,SE,"4A,3E",HI,4.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2000.0,256,Nei,,Ja,Ja,8.0,240.0,1420,,,fast fjærebeltebunn; eksponert blåskjellbunn; marin undervannseng; eufotisk fast saltvannsbunn
4975,Svalbard med kystsone,Marine invertebrater,Ascidiacea,Animalia\Chordata\Tunicata\Ascidiacea\Pleurogona\Stolidobranchia\Botryllidae\Botrylloides,126849,Botrylloides violaceus,"Oka, 1927",,Dørstokkart,A,PH,"4A,1",,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,185,Nei,,Ja,Nei,,,28,6.0,1.0,eufotisk fast saltvannsbunn; fast fjærebeltebunn
3213,Fastlands-Norge med havområder,Alger,Phaeophyceae,Chromista\Ochrophyta\Phaeophyceae\Ectocarpales\Chordariaceae\Botrytella,216657,Botrytella parva,(Takamatsu) H.S.Kim,,Dørstokkart,A,LO,"3A,1",,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,112,Nei,,Nei,Nei,,,16,2.0,2.0,
2235,Fastlands-Norge med havområder,Marine invertebrater,Cnidaria,Animalia\Cnidaria\Hydrozoa\Leptothecata\Bougainvilliidae\Bougainvillia,170061,Bougainvillia rugosa,"Clarke, 1882",,Dørstokkart,A,LO,"2A,1",NK,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Ja,Nei,,,8,1.0,1.0,epipelagiale havvannmasser; eufotisk fast saltvannsbunn
5100,Fastlands-Norge med havområder,Marine invertebrater,Mollusca,Animalia\Mollusca\Bivalvia\Pteriomorphia\Mytiloida\Mytiloidea\Mytilidae\Brachidontes,218454,Brachidontes pharaonis,"(P. Fischer, 1870)",,Dørstokkart,A,LO,"3A,1",,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,82,Nei,,Ja,Nei,,,12,2.0,1.0,eksponert blåskjellbunn; eufotisk fast saltvannsbunn
4556,Fastlands-Norge med havområder,Limniske invertebrater,Annelida,Animalia\Annelida\Clitellata\Oligochaeta\Tubificina\Naididae\Branchiurinae\Branchiura,216896,Branchiura sowerbyi,"Beddard, 1892",,Dørstokkart,A,LO,"3A,1",,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,82,Nei,,Ja,Nei,,,12,2.0,1.0,
2529,Fastlands-Norge med havområder,Fugler,Aves,Animalia\Chordata\Vertebrata\Aves\Anseriformes\Anatidae\Branta,3495,Branta canadensis,"(Linnaeus, 1758)",kanadagås,Selvstendig reproduserende,E,HI,"4AB,2DFH",SE,4.0,2.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2000.0,573,Nei,,Nei,Nei,20260.0,22000.0,24000,,,strandeng; semi-naturlig våteng; semi-naturlig eng; semi-naturlig strandeng; kalkrik helofyttsump
91,Fastlands-Norge med havområder,Fugler,Aves,Animalia\Chordata\Vertebrata\Aves\Anseriformes\Anatidae\Branta,3498,Branta hutchinsii,"(Richardson, 1832)",polargås,Ikke fremmed,,NR,,LO,,,,,,,,,,,,,,,,,,,,0,,,"mosetundra; arktisk steppe; fjellhei, leside og tundra; strandeng"
2120,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Brassicales\Brassicaceae\Brassica,101110,Brassica elongata,Ehrh.,rankkål,Selvstendig reproduserende,C3,LO,"2A,1",NK,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,16,Nei,,Ja,Nei,4.0,12.0,24,,,sterkt endret åpen fastmark med løsmassedekke
2638,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Brassicales\Brassicaceae\Brassica\Brassica elongata,101111,Brassica elongata subsp. elongata,,møllerankkål,Tidligere feilbestemt,,NR,,NR,,,,,,,,,,,,,,,,,,,,0,,,
2637,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Brassicales\Brassicaceae\Brassica\Brassica elongata,101112,Brassica elongata subsp. integrifolia,(Boiss.) Breistr.,svartehavskål,Vurderes på et annet taksonomisk nivå,,LO,"2A,1",NR,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,Nei,,Nei,Nei,,,0,,,
2588,Fastlands-Norge med havområder,Terrestriske invertebrater,Diptera,Animalia\Arthropoda\Insecta\Diptera\Braulidae\Braula,24628,Braula coeca,"Nitzsch, 1818",,Selvstendig reproduserende,C3,NK,"1,1",LO,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0,Nei,,Nei,Nei,0.0,4.0,4,,,
4722,Fastlands-Norge med havområder,"Sopper, det gule riket og bakterier",Fungi,Fungi\Ascomycota\Pezizomycotina\Sordariomycetes\Microascales\Ceratocystidaceae\Bretziella,216794,Bretziella fagacearum,"(Bretz) Z.W. de Beer, Marincowitz, T.A. Duong & M.J. Wingfield",,Dørstokkart,A,SE,"3A,4D",,3.0,4.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2000.0,139,Ja,Artens økologiske effekter er begrenset til visse bioklimatiske soner eller seksjoner,Ja,Ja,,,20,4.0,1.0,høgstaude edelløvskog; lågurtedellauvskog; kalkedellauvskog; boreonemoral regnskog; fastmarksskogsmark; treplantasje
2677,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Monocots\Poales\Poaceae\Bromopsis,99934,Bromopsis erecta,(Huds.) Fourr.,rakfaks,Selvstendig reproduserende,D1,LO,"2A,1",NK,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,−28,Nei,,Nei,Nei,24.0,72.0,36,,,svakt kalkrik eng med mindre hevdpreg; sterkt kalkrik eng med mindre hevdpreg; svakt kalkrik tørreng med mindre hevdpreg; sterkt kalkrik tørreng med mindre hevdpreg; sterkt endret fastmark med preg av semi-naturlig eng; åpen grunnlendt kalkrik mark i sørboreal sone
2674,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Monocots\Poales\Poaceae\Bromopsis,99935,Bromopsis inermis,(Leyss.) Holub,bladfaks,Selvstendig reproduserende,E,SE,"4A,4DF",SE,4.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,2000.0,412,Nei,,Nei,Nei,3212.0,9636.0,14000,,,"åpen flomfastmark; driftvoll; semi-naturlig eng; sterkt endret åpen fastmark med løsmassedekke; ny fastmark på sterkt modifi-serte og syntetiske substrater, i rask suksesjon; sterkt endret fastmark med preg av semi-naturlig eng; sterkt endret, hyppig bearbeidet fastmark med intensivt hevdpreg; oppdyrket varig eng"
2673,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Monocots\Poales\Poaceae\Bromopsis,99936,Bromopsis pubescens,(Spreng.) Holub,breifaks,Selvstendig reproduserende,C3,LO,"2A,1",NK,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,0,Nei,,Nei,Nei,8.0,16.0,16,,,lite uttørkingseksponerte litt kalkfattige og svakt intermediære nakne berg; sterkt endret fastmark med preg av semi-naturlig eng
2667,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Monocots\Poales\Poaceae\Bromus,99939,Bromus arvensis,L.,åkerfaks,Etablert per år 1800,C2,NR,,NR,,,,,,,,,,,,,,,,,,,,0,,,
2661,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Monocots\Poales\Poaceae\Bromus,99948,Bromus secalinus,L.,rugfaks,Etablert per år 1800,,NR,,NR,,,,,,,,,,,,,,,,,,,,0,,,
3259,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Cucujiformia\Chrysomeloidea\Chrysomelidae\Bruchinae\Bruchini\Bruchus,6927,Bruchus rufimanus,"Boheman, 1833",,Dørstokkart,C0,LO,"2A,1",,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Ja,Nei,,,8,1.0,1.0,
2035,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Staphyliniformia\Staphylinoidea\Staphylinidae\Aleocharinae\Athetini\Brundinia,11763,Brundinia meridionalis,"(Mulsant & Rey, 1853)",,Dørstokkart,B1,NK,"1,1",NR,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0,Nei,,Nei,Nei,,,4,1.0,0.0,driftvoll
2659,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Boraginales\Boraginaceae\Brunnera,100990,Brunnera macrophylla,(Adams) I.M.Johnst.,kaukasusforglemmegei,Selvstendig reproduserende,C3,LO,"3A,1",LO,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,103,Nei,,Nei,Nei,80.0,400.0,800,,,"fastmarksskogsmark; sterkt endret fastmark med preg av semi-naturlig eng; sterkt endret, hyppig bearbeidet fastmark med intensivt hevdpreg; åpen grunnlendt kalkrik mark i boreonemoral sone"
2658,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Cucurbitales\Cucurbitaceae\Bryonia,101682,Bryonia alba,L.,svartgallebær,Selvstendig reproduserende,D2,LO,"3A,1",LO,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,110,Nei,,Nei,Nei,244.0,1220.0,1824,,,"fastmarksskogsmark; flomskogsmark; sterkt endret fastmark med preg av semi-naturlig eng; sterkt endret, hyppig bearbeidet fastmark med intensivt hevdpreg; driftvoll; åpen grunnlendt kalkrik mark i boreonemoral sone"
2657,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Cucurbitales\Cucurbitaceae\Bryonia\Bryonia cretica,101684,Bryonia cretica subsp. dioica,(Jacq.) Tutin,rødgallebær,Dørstokkart,C0,LO,"2A,1",NR,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Nei,Nei,,,8,2.0,0.0,"plener, parker og liknende; sterkt endret åpen fastmark med løsmassedekke"
5210,Fastlands-Norge med havområder,Pattedyr,Mammalia,Animalia\Chordata\Vertebrata\Mammalia\Laurasiatheria\Artiodactyla\Bovidae\Bovinae\Bubalus,220198,Bubalus bubalis,"(Linnaeus, 1758)",vannbøffel,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B2,NK,"1,1",,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,−112,Nei,,Nei,Nei,,,0,0.0,0.0,
1776,Fastlands-Norge med havområder,Fugler,Aves,Animalia\Chordata\Vertebrata\Aves\Anseriformes\Anatidae\Bucephala,128056,Bucephala albeola,"(Linnaeus, 1758)",bøffeland,Ikke fremmed,,NR,,NR,,,,,,,,,,,,,,,,,,,,0,,,fastmarksskogsmark; eufotisk innsjø-sedimentbunn; eufotisk fast innsjøbunn
2678,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Lamiales\Scrophulariaceae\Buddleja,127920,Buddleja davidii,Franch.,sommerfuglbusk,Selvstendig reproduserende,C3,HI,"4A,2DF",LO,4.0,2.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2000.0,279,Ja,"Artens evne til reproduksjon og/eller spredning er begrenset til visse bioklimatiske soner eller seksjoner, Artens økologiske effekter er begrenset til visse bioklimatiske soner eller seksjoner, Artens økologiske effekter er begrenset til bestemte naturtyper",Ja,Nei,96.0,480.0,2000,,,sterkt endret åpen fastmark med løsmassedekke; brune dyner og dynehei; kystlynghei; sanddynemark
1718,Fastlands-Norge med havområder,Marine invertebrater,Ectoprocta,Animalia\Ectoprocta\Gymnolaemata\Cheilostomata\Bugulidae\Bugula,128523,Bugula neritina,,,Dørstokkart,A,LO,"3A,1",LO,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,112,Nei,,Ja,Nei,,,16,3.0,1.0,beskyttet infralitoral fastbunn
1684,Fastlands-Norge med havområder,Marine invertebrater,Ectoprocta,Animalia\Ectoprocta\Gymnolaemata\Cheilostomata\Bugulidae\Bugula,128524,Bugula stolonifera,,,Dørstokkart,A,LO,"3A,1",LO,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,112,Nei,,Ja,Nei,,,16,3.0,1.0,beskyttet infralitoral fastbunn
7338,Fastlands-Norge med havområder,Marine invertebrater,Ectoprocta,Animalia\Ectoprocta\Gymnolaemata\Cheilostomata\Bugulidae\Bugulina,224962,Bugulina simplex,"(Hincks, 1886)",,Dørstokkart,C0,PH,"4A,1",,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,225,Nei,,Ja,Nei,,,36,8.0,1.0,eufotisk fast saltvannsbunn; fast fjærebeltebunn; sterkt endret eller ny fast saltvannsbunn
2679,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Brassicales\Brassicaceae\Bunias,101130,Bunias orientalis,L.,russekål,Selvstendig reproduserende,E,SE,"4A,4D",SE,4.0,4.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2000.0,393,Ja,"Artens evne til reproduksjon og/eller spredning er begrenset til visse bioklimatiske soner eller seksjoner, Artens økologiske effekter er begrenset til bestemte naturtyper",Nei,Nei,3172.0,9516.0,14272,,,"intermediær tørreng med mindre hevdpreg; svakt kalkrik tørreng med mindre hevdpreg; sterkt kalkrik tørreng med mindre hevdpreg; sterkt endret åpen fastmark med løsmassedekke; sterkt endret fastmark med preg av semi-naturlig eng; oppdyrket mark med preg av semi-naturlig eng; sterkt endret, hyppig bearbeidet fastmark med intensivt hevdpreg"
2701,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Apiales\Apiaceae\Bunium,100283,Bunium bulbocastanum,L.,knollkarve,Dørstokkart,A,LO,"2A,1",NR,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Nei,Nei,,,8,2.0,0.0,
2718,Fastlands-Norge med havområder,Rundormer og flatormer,Nematoda,Animalia\Nematoda\Secernentea\Aphelenchida\Aphelenchoididae\Bursaphelenchus,128494,Bursaphelenchus xylophilus,"(Steiner & Buhrer, 1934)",furuvednematode,Dørstokkart,A,SE,"4AB,4E",SE,4.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2000.0,2155,Ja,"Artens evne til reproduksjon og/eller spredning er begrenset til visse bioklimatiske soner eller seksjoner, Artens økologiske effekter er begrenset til visse bioklimatiske soner eller seksjoner, Artens økologiske effekter er begrenset til bestemte naturtyper",Ja,Ja,,,1616,15.0,12.0,fastmarksskogsmark
88,Fastlands-Norge med havområder,Fugler,Aves,Animalia\Chordata\Vertebrata\Aves\Accipitriformes\Accipitridae\Buteo,157435,Buteo swainsoni,"Bonaparte, 1838",prærievåk,Dørstokkart,C0,NK,"1,1",NR,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0,Nei,,Nei,Nei,,,4,1.0,0.0,oppdyrket varig eng; åker; fastmarksskogsmark; åpen grunnlendt mark
2699,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Buxales\Buxaceae\Buxus,101335,Buxus sempervirens,L.,buksbom,Selvstendig reproduserende,C2,PH,"4A,1",NR,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,165,Ja,Artens evne til reproduksjon og/eller spredning er begrenset til visse bioklimatiske soner eller seksjoner,Nei,Nei,96.0,288.0,864,,,sterkt endret åpen fastmark med løsmassedekke; fastmarksskogsmark
5419,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Incertae sedis [klasse Magnoliophyta]\Nymphaeales\Cabombaceae\Cabomba,169125,Cabomba caroliniana,A.Gray,,Dørstokkart,B1,HI,"2A,3D",,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Ja,Nei,,,8,2.0,0.0,turbid elvesedimentbunn; kalkfattig undervannseng i innsjø; kalkfattig undervannseng i elv; semi-naturlig eutrof innsjøbunn
1488,Fastlands-Norge med havområder,Terrestriske invertebrater,Lepidoptera,Animalia\Arthropoda\Insecta\Lepidoptera\Tortricoidea\Tortricidae\Tortricinae\Cacoecimorpha,128571,Cacoecimorpha pronubana,"(Hübner, 1799)",,Dørstokkart,B1,LO,"2A,1",NK,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,46,Nei,,Ja,Nei,,,8,1.0,1.0,treplantasje; oppdyrket mark med preg av semi-naturlig eng
2804,Fastlands-Norge med havområder,Terrestriske invertebrater,Hemiptera,Animalia\Arthropoda\Insecta\Hemiptera\Sternorrhyncha\Psylloidea\Psyllidae\Psyllinae\Cacopsylla\Hepatopsylla,111605,Cacopsylla (Hepatopsylla) rhododendri,(Puton 1871),rododendronsuger,Dørstokkart,A,NK,"1,1",NR,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0,Nei,,Nei,Nei,,,4,1.0,0.0,"blomsterbed og liknende; plener, parker og liknende"
1205,Fastlands-Norge med havområder,Terrestriske invertebrater,Coleoptera,Animalia\Arthropoda\Insecta\Coleoptera\Polyphaga\Cucujiformia\Cucujoidea\Cryptophagidae\Cryptophaginae\Caenoscelini\Caenoscelis,7663,Caenoscelis subdeplanata,"Brisout de Barneville, 1882",,Selvstendig reproduserende,E,LO,"3A,1",LO,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2000.0,116,Nei,,Ja,Nei,56.0,2800.0,4000,,,fastmarksskogsmark; oppdyrket mark med preg av semi-naturlig eng
86,Fastlands-Norge med havområder,Fugler,Aves,Animalia\Chordata\Vertebrata\Aves\Anseriformes\Anatidae\Cairina,3504,Cairina moschata,"(Linnaeus, 1758)",knoppand,Dørstokkart,C1,NK,"1,1",NK,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,0,Nei,,Nei,Nei,,,4,1.0,0.0,"sterkt endret, varig fastmark med intensivt hevdpreg; semi-naturlig vannstrand-eng; semi-naturlig eng"
2689,Fastlands-Norge med havområder,Karplanter,Magnoliophyta,Plantae\Magnoliophyta\Eudicots\Asterales\Asteraceae\Calendula,127921,Calendula arvensis,L.,åkerringblom,Selvstendig reproduserende,C2,LO,"2A,1",NK,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200.0,0,Nei,,Nei,Nei,4.0,8.0,8,,,sterkt endret åpen fastmark med løsmassedekke
