Ekspertkomité,Vurderingsområde,Vitenskapelig navn id,Fremmedartsstatus,Etableringsklasse,Risikokategori 2018,Risikokategori 2023,Skår Invasjonspotensial,Skår Økologisk effekt,Vitenskapelig navn id,Klimaeffekter invasjonspotensial,Klimaeffekter økologisk effekt
Karplanter,Fastlands-Norge med havområder,217992,Dørstokkart,B2,,LO,2.0,1.0,217992,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217993,Dørstokkart,A,,NK,1.0,1.0,217993,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103480,Selvstendig reproduserende,E,SE,SE,4.0,3.0,103480,Nei,Nei
Karplanter,Fastlands-Norge med havområder,224967,Selvstendig reproduserende,D1,HI,HI,4.0,2.0,224967,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217999,Dørstokkart,B2,,NK,1.0,1.0,217999,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217995,Dørstokkart,B2,,LO,2.0,1.0,217995,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128794,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,128794,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103488,Selvstendig reproduserende,E,LO,PH,4.0,1.0,103488,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217996,Dørstokkart,B2,,LO,2.0,1.0,217996,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217997,Dørstokkart,B2,,LO,2.0,1.0,217997,Nei,Nei
Karplanter,Fastlands-Norge med havområder,217998,Dørstokkart,B2,,LO,2.0,1.0,217998,Nei,Nei
Karplanter,Fastlands-Norge med havområder,161896,Dørstokkart,A,,HI,2.0,3.0,161896,Nei,Nei
Karplanter,Fastlands-Norge med havområder,161892,Dørstokkart,A,,LO,1.0,3.0,161892,Nei,Nei
Karplanter,Fastlands-Norge med havområder,218003,Dørstokkart,B1,,LO,1.0,2.0,218003,Nei,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,169985,Dørstokkart,A,HI,HI,4.0,2.0,169985,Ja,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,131547,Selvstendig reproduserende,E,LO,HI,4.0,2.0,131547,Ja,Ja
Karplanter,Fastlands-Norge med havområder,103503,Selvstendig reproduserende,,LO,PH,4.0,1.0,103503,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103504,Selvstendig reproduserende,D1,LO,PH,4.0,1.0,103504,Nei,Nei
Karplanter,Fastlands-Norge med havområder,145647,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,145647,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103505,Selvstendig reproduserende,E,SE,SE,4.0,3.0,103505,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103507,Selvstendig reproduserende,E,LO,PH,4.0,1.0,103507,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103508,Selvstendig reproduserende,D1,LO,PH,4.0,1.0,103508,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103509,Selvstendig reproduserende,D2,NK,PH,4.0,1.0,103509,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103510,Selvstendig reproduserende,E,LO,PH,4.0,1.0,103510,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103511,Selvstendig reproduserende,D2,LO,HI,4.0,2.0,103511,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103512,Selvstendig reproduserende,D1,HI,HI,4.0,2.0,103512,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103513,Selvstendig reproduserende,C2,LO,LO,2.0,1.0,103513,Nei,Nei
Karplanter,Fastlands-Norge med havområder,145648,Selvstendig reproduserende,C3,LO,LO,2.0,1.0,145648,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128796,Selvstendig reproduserende,C3,LO,LO,2.0,1.0,128796,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103514,Selvstendig reproduserende,E,SE,SE,4.0,3.0,103514,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103515,Selvstendig reproduserende,E,SE,SE,4.0,3.0,103515,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103516,Selvstendig reproduserende,E,HI,HI,4.0,2.0,103516,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103517,Selvstendig reproduserende,,LO,LO,2.0,1.0,103517,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128018,Selvstendig reproduserende,,NK,LO,2.0,1.0,128018,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103518,Selvstendig reproduserende,E,LO,HI,4.0,2.0,103518,Nei,Nei
Rundormer og flatormer,Fastlands-Norge med havområder,216493,Dørstokkart,A,,HI,4.0,2.0,216493,Nei,Nei
Karplanter,Fastlands-Norge med havområder,218010,Dørstokkart,A,,NK,1.0,1.0,218010,Nei,Nei
Karplanter,Fastlands-Norge med havområder,218011,Dørstokkart,A,,NK,1.0,1.0,218011,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102370,Selvstendig reproduserende,D2,NK,NK,1.0,1.0,102370,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102371,Selvstendig reproduserende,D1,LO,PH,4.0,1.0,102371,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102374,Selvstendig reproduserende,C3,NK,NK,1.0,1.0,102374,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216322,Dørstokkart,A,,LO,3.0,1.0,216322,Ja,Nei
Karplanter,Svalbard med kystsone,101601,Dørstokkart,C1,NK,LO,1.0,2.0,101601,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,110984,Selvstendig reproduserende,D2,LO,LO,2.0,1.0,110984,Ja,Nei
Karplanter,Fastlands-Norge med havområder,99341,Selvstendig reproduserende,C2,PH,HI,2.0,3.0,99341,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,220160,Dørstokkart,A,,SE,4.0,4.0,220160,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,9392,Selvstendig reproduserende,C2,LO,PH,4.0,1.0,9392,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,26075,Dørstokkart,A,LO,LO,3.0,1.0,26075,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,26076,Dørstokkart,A,LO,LO,3.0,1.0,26076,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,26077,Dørstokkart,A,LO,LO,3.0,1.0,26077,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,128145,Selvstendig reproduserende,D2,LO,LO,3.0,2.0,128145,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,68060,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,68060,Ja,Nei
Rundormer og flatormer,Fastlands-Norge med havområder,128892,Dørstokkart,C0,LO,LO,1.0,2.0,128892,Nei,Ja
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,55336,Selvstendig reproduserende,D2,LO,LO,2.0,1.0,55336,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,27377,Dørstokkart,A,LO,LO,2.0,1.0,27377,Ja,Nei
Marine invertebrater,Fastlands-Norge med havområder,120283,Selvstendig reproduserende,E,LO,PH,4.0,1.0,120283,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,56067,Dørstokkart,A,LO,LO,2.0,1.0,56067,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,56068,Dørstokkart,A,NK,LO,2.0,1.0,56068,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,56072,Selvstendig reproduserende,,LO,LO,3.0,1.0,56072,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,56078,Selvstendig reproduserende,E,LO,PH,4.0,1.0,56078,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,56084,Dørstokkart,A,LO,LO,2.0,1.0,56084,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,56085,Selvstendig reproduserende,C2,LO,LO,2.0,1.0,56085,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,56086,Dørstokkart,A,LO,LO,3.0,1.0,56086,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,56091,Dørstokkart,A,LO,LO,2.0,1.0,56091,Ja,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,56093,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,56093,Ja,Nei
Pattedyr,Fastlands-Norge med havområder,48099,Selvstendig reproduserende,E,HI,HI,4.0,2.0,48099,Ja,Ja
Karplanter,Fastlands-Norge med havområder,101670,Selvstendig reproduserende,E,HI,SE,4.0,3.0,101670,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170394,Dørstokkart,B2,NK,NK,1.0,1.0,170394,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101672,Selvstendig reproduserende,E,SE,SE,4.0,3.0,101672,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101721,Selvstendig reproduserende,E,HI,HI,4.0,2.0,101721,Nei,Nei
Alger,Fastlands-Norge med havområder,220190,Dørstokkart,A,,LO,3.0,1.0,220190,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100833,Selvstendig reproduserende,D1,LO,LO,2.0,1.0,100833,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100834,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,100834,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100835,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,100835,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100837,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,100837,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100838,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,100838,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100840,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,100840,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101057,Selvstendig reproduserende,E,HI,HI,4.0,2.0,101057,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101058,Selvstendig reproduserende,E,SE,SE,4.0,4.0,101058,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170167,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,170167,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101060,Selvstendig reproduserende,E,HI,HI,4.0,2.0,101060,Nei,Nei
Marine invertebrater,Fastlands-Norge med havområder,220166,Dørstokkart,A,,LO,3.0,1.0,220166,Ja,Nei
Karplanter,Fastlands-Norge med havområder,102415,Selvstendig reproduserende,E,PH,PH,4.0,1.0,102415,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128799,Selvstendig reproduserende,D1,LO,LO,3.0,1.0,128799,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170400,Dørstokkart,B2,NK,NK,1.0,1.0,170400,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,5828,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,5828,Ja,Nei
Fugler,Fastlands-Norge med havområder,136511,Dørstokkart,A,,LO,1.0,2.0,136511,Nei,Nei
Fugler,Fastlands-Norge med havområder,136510,Dørstokkart,A,,NK,1.0,1.0,136510,Nei,Nei
Pattedyr,Fastlands-Norge med havområder,216776,Dørstokkart,A,,NK,1.0,1.0,216776,Nei,Nei
Pattedyr,Fastlands-Norge med havområder,216778,Dørstokkart,A,,SE,3.0,4.0,216778,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100845,Selvstendig reproduserende,D1,NK,LO,2.0,1.0,100845,Ja,Nei
Karplanter,Fastlands-Norge med havområder,100846,Selvstendig reproduserende,C3,NK,NK,1.0,1.0,100846,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128801,Selvstendig reproduserende,D1,NK,NK,1.0,1.0,128801,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100847,Selvstendig reproduserende,E,PH,PH,4.0,1.0,100847,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,83252,Selvstendig reproduserende,E,NK,LO,3.0,1.0,83252,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,83281,Selvstendig reproduserende,C2,LO,HI,2.0,3.0,83281,Ja,Ja
Karplanter,Fastlands-Norge med havområder,162147,Dørstokkart,B2,,HI,3.0,3.0,162147,Nei,Nei
Karplanter,Fastlands-Norge med havområder,143567,Selvstendig reproduserende,E,SE,SE,4.0,3.0,143567,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,2475,Selvstendig reproduserende,D1,LO,LO,3.0,1.0,2475,Ja,Nei
Karplanter,Fastlands-Norge med havområder,100891,Selvstendig reproduserende,E,LO,HI,4.0,2.0,100891,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103681,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,103681,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,17890,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,17890,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,127761,Dørstokkart,A,NK,LO,3.0,1.0,127761,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,6702,Dørstokkart,A,LO,LO,3.0,1.0,6702,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216344,Dørstokkart,A,,LO,3.0,1.0,216344,Nei,Nei
Karplanter,Fastlands-Norge med havområder,141639,Selvstendig reproduserende,D1,LO,LO,3.0,1.0,141639,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103182,Selvstendig reproduserende,D2,LO,LO,2.0,1.0,103182,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103187,Selvstendig reproduserende,D2,LO,LO,2.0,1.0,103187,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103191,Selvstendig reproduserende,,NK,LO,2.0,1.0,103191,Nei,Nei
Amfibier og reptiler,Fastlands-Norge med havområder,170510,Dørstokkart,A,NK,LO,2.0,1.0,170510,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216367,Dørstokkart,A,,HI,3.0,3.0,216367,Ja,Ja
Terrestriske invertebrater,Fastlands-Norge med havområder,11954,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,11954,Ja,Nei
Limniske invertebrater,Fastlands-Norge med havområder,212889,Dørstokkart,A,,LO,2.0,1.0,212889,Ja,Nei
Marine invertebrater,Fastlands-Norge med havområder,220168,Dørstokkart,A,,LO,3.0,1.0,220168,Ja,Nei
Karplanter,Fastlands-Norge med havområder,143569,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,143569,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102042,Selvstendig reproduserende,D2,LO,PH,4.0,1.0,102042,Nei,Nei
Karplanter,Fastlands-Norge med havområder,222929,Selvstendig reproduserende,C2,NK,NK,1.0,1.0,222929,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,127860,Dørstokkart,A,LO,LO,3.0,1.0,127860,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,25183,Selvstendig reproduserende,D1,LO,LO,3.0,1.0,25183,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,126464,Dørstokkart,C0,,NK,1.0,1.0,126464,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103789,Selvstendig reproduserende,E,LO,HI,4.0,2.0,103789,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103790,Selvstendig reproduserende,C2,LO,PH,4.0,1.0,103790,Nei,Nei
Fisker,Fastlands-Norge med havområder,216574,Dørstokkart,A,,LO,3.0,2.0,216574,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102386,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,102386,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103683,Selvstendig reproduserende,C3,NK,NK,1.0,1.0,103683,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102751,Selvstendig reproduserende,C2,LO,LO,3.0,2.0,102751,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102752,Selvstendig reproduserende,E,HI,HI,4.0,2.0,102752,Nei,Nei
Fisker,Fastlands-Norge med havområder,42617,Selvstendig reproduserende,E,HI,HI,3.0,3.0,42617,Ja,Ja
Terrestriske invertebrater,Fastlands-Norge med havområder,216376,Dørstokkart,A,,LO,3.0,2.0,216376,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216380,Dørstokkart,A,,LO,3.0,1.0,216380,Ja,Nei
Karplanter,Fastlands-Norge med havområder,218036,Dørstokkart,A,,NK,1.0,1.0,218036,Nei,Nei
Karplanter,Fastlands-Norge med havområder,162290,Dørstokkart,A,,LO,2.0,1.0,162290,Nei,Nei
Karplanter,Fastlands-Norge med havområder,162295,Dørstokkart,A,,LO,1.0,2.0,162295,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,110987,Selvstendig reproduserende,C3,LO,LO,2.0,1.0,110987,Ja,Nei
Marine invertebrater,Fastlands-Norge med havområder,128525,Selvstendig reproduserende,C2,SE,SE,4.0,3.0,128525,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,11841,Selvstendig reproduserende,D2,PH,LO,3.0,1.0,11841,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216168,Dørstokkart,A,,NK,1.0,1.0,216168,Nei,Nei
"Sopper, det gule riket og bakterier",Fastlands-Norge med havområder,55554,Selvstendig reproduserende,E,LO,PH,4.0,1.0,55554,Ja,Nei
Karplanter,Fastlands-Norge med havområder,102057,Selvstendig reproduserende,C2,LO,PH,4.0,1.0,102057,Nei,Nei
Karplanter,Fastlands-Norge med havområder,129583,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,129583,Nei,Nei
Karplanter,Svalbard med kystsone,102064,Dørstokkart,C0,NK,NK,1.0,1.0,102064,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102068,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,102068,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,111651,Selvstendig reproduserende,E,LO,LO,2.0,1.0,111651,Nei,Nei
Karplanter,Svalbard med kystsone,100903,Dørstokkart,C0,NK,LO,2.0,1.0,100903,Ja,Nei
Karplanter,Fastlands-Norge med havområder,143573,Selvstendig reproduserende,C2,NK,NK,1.0,1.0,143573,Nei,Nei
Karplanter,Fastlands-Norge med havområder,100213,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,100213,Nei,Nei
Amfibier og reptiler,Fastlands-Norge med havområder,216727,Dørstokkart,A,,HI,3.0,3.0,216727,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,10501,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,10501,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216382,Dørstokkart,C0,,LO,3.0,1.0,216382,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,6227,Dørstokkart,A,,LO,2.0,1.0,6227,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,216397,Dørstokkart,A,,NK,1.0,1.0,216397,Nei,Nei
Karplanter,Fastlands-Norge med havområder,145655,Dørstokkart,C0,NK,LO,2.0,1.0,145655,Nei,Nei
Karplanter,Fastlands-Norge med havområder,128803,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,128803,Nei,Nei
Karplanter,Fastlands-Norge med havområder,218044,Økologisk effekt uten selvstendig reproduksjon innen 50 år,B2,,LO,2.0,1.0,218044,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103831,Selvstendig reproduserende,E,SE,SE,4.0,4.0,103831,Nei,Nei
Karplanter,Fastlands-Norge med havområder,162410,Selvstendig reproduserende,C2,NK,LO,2.0,1.0,162410,Nei,Nei
Karplanter,Fastlands-Norge med havområder,143574,Selvstendig reproduserende,E,NK,PH,4.0,1.0,143574,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170650,Selvstendig reproduserende,D2,LO,LO,2.0,1.0,170650,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170648,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,170648,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170649,Selvstendig reproduserende,D2,LO,LO,2.0,1.0,170649,Nei,Nei
Karplanter,Fastlands-Norge med havområder,99588,Selvstendig reproduserende,E,PH,PH,4.0,1.0,99588,Nei,Nei
Karplanter,Fastlands-Norge med havområder,225715,Selvstendig reproduserende,C3,LO,LO,2.0,1.0,225715,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,170183,Dørstokkart,C0,LO,NK,1.0,1.0,170183,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,9612,Selvstendig reproduserende,E,LO,LO,3.0,2.0,9612,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102084,Dørstokkart,C0,HI,HI,2.0,3.0,102084,Ja,Ja
Karplanter,Fastlands-Norge med havområder,103530,Dørstokkart,B2,LO,LO,1.0,3.0,103530,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103531,Selvstendig reproduserende,D2,LO,LO,2.0,1.0,103531,Nei,Nei
Karplanter,Fastlands-Norge med havområder,103532,Selvstendig reproduserende,D2,HI,HI,2.0,3.0,103532,Nei,Nei
Karplanter,Fastlands-Norge med havområder,218051,Dørstokkart,A,,LO,2.0,1.0,218051,Nei,Nei
Alger,Fastlands-Norge med havområder,170445,Dørstokkart,A,SE,SE,4.0,3.0,170445,Nei,Nei
Alger,Fastlands-Norge med havområder,128109,Dørstokkart,A,SE,SE,4.0,4.0,128109,Nei,Nei
Limniske invertebrater,Fastlands-Norge med havområder,217088,Dørstokkart,A,,PH,4.0,1.0,217088,Ja,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,134951,Dørstokkart,A,,LO,2.0,1.0,134951,Ja,Nei
Marine invertebrater,Fastlands-Norge med havområder,128929,Dørstokkart,A,LO,LO,3.0,1.0,128929,Ja,Nei
Karplanter,Fastlands-Norge med havområder,170444,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,170444,Nei,Nei
Karplanter,Fastlands-Norge med havområder,218053,Dørstokkart,B2,,LO,2.0,1.0,218053,Nei,Nei
Karplanter,Fastlands-Norge med havområder,170200,Selvstendig reproduserende,C3,NK,NK,1.0,1.0,170200,Nei,Nei
Karplanter,Fastlands-Norge med havområder,99594,Selvstendig reproduserende,D2,NK,NK,1.0,1.0,99594,Nei,Nei
Karplanter,Fastlands-Norge med havområder,214451,Dørstokkart,C0,,NK,1.0,1.0,214451,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102593,Selvstendig reproduserende,D1,LO,LO,3.0,1.0,102593,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102594,Selvstendig reproduserende,C3,NK,LO,2.0,1.0,102594,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102596,Dørstokkart,C0,NK,NK,1.0,1.0,102596,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102598,Selvstendig reproduserende,D1,LO,LO,3.0,1.0,102598,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102601,Selvstendig reproduserende,C2,LO,LO,3.0,1.0,102601,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102611,Selvstendig reproduserende,D1,NK,PH,4.0,1.0,102611,Ja,Nei
Karplanter,Fastlands-Norge med havområder,102549,Selvstendig reproduserende,C3,NK,NK,1.0,1.0,102549,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102551,Selvstendig reproduserende,D2,LO,LO,3.0,1.0,102551,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102556,Selvstendig reproduserende,E,LO,PH,4.0,1.0,102556,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102558,Selvstendig reproduserende,D1,LO,PH,4.0,1.0,102558,Nei,Nei
Karplanter,Fastlands-Norge med havområder,162533,Dørstokkart,B2,,LO,2.0,1.0,162533,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102567,Selvstendig reproduserende,E,LO,PH,4.0,1.0,102567,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102568,Selvstendig reproduserende,E,PH,PH,4.0,1.0,102568,Nei,Nei
Karplanter,Fastlands-Norge med havområder,102569,Selvstendig reproduserende,C3,NK,NK,1.0,1.0,102569,Nei,Nei
Karplanter,Fastlands-Norge med havområder,162519,Selvstendig reproduserende,D2,LO,LO,2.0,1.0,162519,Nei,Nei
Karplanter,Fastlands-Norge med havområder,211762,Selvstendig reproduserende,C2,NK,NK,1.0,1.0,211762,Nei,Nei
Terrestriske invertebrater,Fastlands-Norge med havområder,169117,Dørstokkart,A,,PH,4.0,1.0,169117,Ja,Nei
Karplanter,Fastlands-Norge med havområder,170034,Dørstokkart,B2,LO,LO,2.0,1.0,170034,Nei,Nei
Karplanter,Fastlands-Norge med havområder,218059,Dørstokkart,B2,,LO,3.0,1.0,218059,Nei,Nei
Karplanter,Fastlands-Norge med havområder,101705,Selvstendig reproduserende,E,LO,HI,4.0,2.0,101705,Nei,Nei
Karplanter,Fastlands-Norge med havområder,218060,Dørstokkart,C0,,LO,2.0,1.0,218060,Nei,Nei
Karplanter,Fastlands-Norge med havområder,218061,Dørstokkart,A,,NK,1.0,1.0,218061,Nei,Nei
